xbelaxxi,2017-10-23 23:59,0,1,qaqu to ! patapon nakita sa marawi,,,,922492719305338880,https://twitter.com/xbelaxxi/status/922492719305338880,fil
BrasilEFE,2017-10-23 23:15,0,0,Ministro da Defesa filipino declara fim dos combates em Marawi http://,"(['Brazil'], Location((-10.3333333, -53.2, 0.0)))",,#ASSISTA #TVEFE,922481497461919745,https://twitter.com/BrasilEFE/status/922481497461919745,pt
saksi,2017-10-23 23:13,0,1,Isang linggo matapos ideklarang malaya ang Marawi,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,,fil
JothamGrace,2017-10-23 23:10,0,0,Sa marawi man gud niagi last time si Belle hehehe,,,,922480412319924224,https://twitter.com/JothamGrace/status/922480412319924224,ceb
PrensaLatina_cu,2017-10-23 23:10,0,0,Marawi está libre de terrorismo,"(['Cuba'], Location((23.0131338, -80.8328748, 0.0)))",,,,,es
ezshabot,2017-10-23 23:04,0,1,Vía : Filipinas anuncia el fin de los yihadistas en Marawi http:// ipinas-anuncia-el-fin-de-los-yihadistas-en-marawi …,,@euronewses,,922478846334533632,https://twitter.com/ezshabot/status/922478846334533632,es
bacs07,2017-10-23 23:03,0,0,Keepsafe Soldiers Bangon Marawi http:// 0,,,,922478694962102272,https://twitter.com/bacs07/status/922478694962102272,fil
PhOnlineInfo,2017-10-23 23:03,0,0,SND Lorenzana: Bakbakan sa Marawi City,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,,fil
NofNewsFilipino,2017-10-23 23:00,0,0,(Ilang sundalo,,,,,,fil
PTVisMin,2017-10-23 23:00,0,0,| Rehabilitasyon ng Marawi City,,,,,,fil
trendinaliaSG,2017-10-23 22:59,0,0,⒈ ⒉ ⒊ ⒋ ⒌ 2017/10/23 22:53 +08 . ng-topics/singapore/singapore-today.html …,"(['Singapore'], Location((1.2904753, 103.8520359, 0.0)))",,#Trump #JapanElection #ADMM #Marawi #Asean #trndnl,922477588278165504,https://twitter.com/trendinaliaSG/status/922477588278165504,fil
zeitonline,2017-10-23 22:59,4,10,Philippinen verkünden Sieg über IS-Anhänger in http:// c,"(['Berlin und Hamburg', ' Germany'], Location((53.5492076, 9.9480607, 0.0)))",,#Marawi,922477484767088640,https://twitter.com/zeitonline/status/922477484767088640,de
spicynecks,2017-10-23 22:55,0,0,Sugot ka ha marawi ka ideploy? Hahahahah,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,922476642038976512,https://twitter.com/spicynecks/status/922476642038976512,ceb
Maylin0915,2017-10-23 22:54,2,5,Gusto ni Jim Paredes specific na sabihin ng US na si Duterte is the key for winning the battle in Marawi . https:// /922335779145134080 …,,,,922476453588901889,https://twitter.com/Maylin0915/status/922476453588901889,fil
NofNewsFilipino,2017-10-23 22:54,0,0,(Mahigit 1,,,,,,fil
jrperezilao,2017-10-23 22:48,0,2,BAWI NALANG TAYO SA MARAWI,,,,922474816610828289,https://twitter.com/jrperezilao/status/922474816610828289,fil
infopoldariau,2017-10-23 22:47,0,0,Intinya masalah terorisme,"(['indonesia'], Location((-4.7993356, 114.5632032, 0.0)))",,,,,id
canaltn8,2017-10-23 22:45,0,1,¦ derrota finalmente al EI en Ver más: http://,"(['Nicaragua'], Location((12.3724928, -84.8700308, 0.0)))",@canaltn8,#Mundo #Filipinas #Marawi,922474168964194304,https://twitter.com/canaltn8/status/922474168964194304,es
T_interesa,2017-10-23 22:45,0,0,Filipinas anuncia la liberación de Marawi de los yihadistas . tro-filipino-Defensa-combates-Marawi_0_1892810753.html …,"(['Madrid', ' ESPA\xc3\x91A'], Location((40.4167047, -3.7035825, 0.0)))",,,922473942207619072,https://twitter.com/T_interesa/status/922473942207619072,es
dtdexter,2017-10-23 22:43,0,0,Napakapait sa nangyari galing pang Marawi naghanap buhay. Itong ABS-CBN magbalita pano maygalit ang suspect eh... http://,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,922473513436323840,https://twitter.com/dtdexter/status/922473513436323840,fil
atjehcyber,2017-10-23 22:42,0,0,Ini Kronologi Marawi di Filipina Bebas dari Militan http://,"(['Banda Aceh'], Location((5.56336705, 95.3223404057, 0.0)))",,,922473262772232194,https://twitter.com/atjehcyber/status/922473262772232194,id
Life_110216,2017-10-23 22:42,0,0,Ini Kronologi Marawi di Filipina Bebas dari Militan https://,"(['Indonesia'], Location((-4.7993356, 114.5632032, 0.0)))",,,922473219612803072,https://twitter.com/Life_110216/status/922473219612803072,id
RenanteUy2,2017-10-23 22:41,0,0,Mabuhay! Our New Heroes,"(['Passi City', ' Iloilo', 'Philippines'], Location((11.1163002, 122.6460472, 0.0)))",,,,,fil
trendinaliaSG,2017-10-23 22:39,0,1,⒍ Tokyo ⒎ PM Lee ⒏ ⒐ ⒑ 2017/10/23 22:33 +08 . ng-topics/singapore/singapore-today.html …,"(['Singapore'], Location((1.2904753, 103.8520359, 0.0)))",,#Marawi #SIEW2017 #TyphoonLan #trndnl,922472565364293632,https://twitter.com/trendinaliaSG/status/922472565364293632,fil
AsiaNews_FR,2017-10-23 22:38,3,0,: fin de la bataille contre les jihadistes de v,,@AFP,#Philippines #Marawi,922472222081531904,https://twitter.com/AsiaNews_FR/status/922472222081531904,fr
AngelikaMaramag,2017-10-23 22:34,0,0,Mabuhay ang marawi,"(['Mnl City'], Location((14.5121499, 121.022046716, 0.0)))",,,9.22E+17,https://twitter.com/AngelikaMaramag/status/922471256976384000,fil
bandila,2017-10-23 22:34,1,1,Opensiba sa Marawi,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,,,fil
rudy_ogon,2017-10-23 22:33,0,0,Philippines : le gouvernement annonce avoir remporté la bataille contre les jihadistes à Marawi https://,"(['Strasbourg', ' France'], Location((48.584614, 7.7507127, 0.0)))",,,922470983243575296,https://twitter.com/rudy_ogon/status/922470983243575296,fr
Here_Marawi,2017-10-23 22:32,0,0,بجم عطاج اياها المكتب؟!!,"(['The Capital', ' Kuwait'], Location((19.0632759, 72.8618799268, 0.0)))",,,922470868416155648,https://twitter.com/Here_Marawi/status/922470868416155648,ar
evrensag,2017-10-23 22:30,0,1,Savunma Bakanı kentinde ŞİD 'le 5 aydır süren savaşın sona erdiğini duyurdu . ppine-defense-secretary-there-are-no-more-militants-inside-marawi-1508737315?mod=e2tw …,"(['Ankara'], Location((39.9215219, 32.8537929, 0.0)))",,#Filipinler #Lorenzana #Marawi #I,922470271457603584,https://twitter.com/evrensag/status/922470271457603584,tr
PolitikoWatch,2017-10-23 22:30,0,0,2 suspek na nangongolekta ng pondo para sa Marawi rehab,,,,,,fil
suharmokos,2017-10-23 22:28,0,0,Kalau manusianya dibangun kaya ekoboy indonesia bisa jadi seperti marawi Filipina https:// /922357082858299392 …,"(['Jakarta'], Location((-6.1753942, 106.827183, 0.0)))",@sahaL_AS,,922469718568534016,https://twitter.com/suharmokos/status/922469718568534016,id
imax111,2017-10-23 22:27,0,0,EN IMAGES. Marawi en ruines après 5 mois de guerre contre les djihadistes http://,"(['everywhere'], Location((41.7776533, -72.6740756, 0.0)))",,,922469531116765184,https://twitter.com/imax111/status/922469531116765184,fr
SuaraPembaruan,2017-10-23 22:27,1,1,Militer Filipina Gempur 30 Teroris Marawi yang Tersisa http://,"(['Jakarta'], Location((-6.1753942, 106.827183, 0.0)))",,,922469481632317440,https://twitter.com/SuaraPembaruan/status/922469481632317440,id
JhayrzJhanzM,2017-10-23 22:27,0,0,MGA MAIINIT NA BALITA NGAYONG GABI - OCTOBER 23,,,,,,fil
Jenywrenn,2017-10-23 22:26,0,1,Kapuso Mo,"(['nowhere'], Location((38.7311123, -95.2414104, 0.0)))",,,,,fil
rodriguezboybu,2017-10-23 22:25,0,0,HAHAHAHAHAHAHA ako ang tumapos sa kaguluhan sa marawi di mo ga alam yon? Hahahaha,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,922469128392208384,https://twitter.com/rodriguezboybu/status/922469128392208384,fil
evrenselgzt,2017-10-23 22:25,0,3,Filipinler'in Marawi kentinde IŞİD ile beş aydır süren çatışmalar bitti kentte aylardır süren kuşatma sona erdi https:// 8,,,,922468936720973824,https://twitter.com/evrenselgzt/status/922468936720973824,tr
jeannick_odier,2017-10-23 22:24,0,0,Philippines : le gouvernement annonce avoir remporté la bataille contre les jihadistes à Marawi http://,"(['S\xc3\xa9n\xc3\xa9gal'], Location((14.4750607, -14.4529612, 0.0)))",,,922468799751901187,https://twitter.com/jeannick_odier/status/922468799751901187,fr
nashreaSD,2017-10-23 22:22,0,4,Awit sa Marawi,"(['Ph'], Location((12.44249325, 122.160395164, 0.0)))",,,922468389515231232,https://twitter.com/nashreaSD/status/922468389515231232,fil
4habercom,2017-10-23 22:22,0,0,Filipinler&;de Marawi DAEŞ&;den tamamen temizlendi http://,,,#039 #039,922468377699987457,https://twitter.com/4habercom/status/922468377699987457,tr
gmanewsfacebook,2017-10-23 22:22,1,0,AFP: Opensiba ng militar sa Marawi,,,,,,fil
nolybig,2017-10-23 22:20,0,0,UNTVNewsRescue: RT Mga negosyante sa Marawi matatagalan pa bago makabawi sa kanilang naging lugi WATCH: …,,,,922467701653671936,https://twitter.com/nolybig/status/922467701653671936,fil
trendinaliaSG,2017-10-23 22:19,0,0,⒍ Tokyo ⒎ PM Lee ⒏ ⒐ ⒑ 2017/10/23 22:13 +08 . ng-topics/singapore/singapore-today.html …,"(['Singapore'], Location((1.2904753, 103.8520359, 0.0)))",,#Marawi #SIEW2017 #TyphoonLan #trndnl,922467544375508992,https://twitter.com/trendinaliaSG/status/922467544375508992,fil
prime_tpc,2017-10-23 22:18,0,5,handa na sumabak sa marawi UNC CUT,,,,922467265814994946,https://twitter.com/prime_tpc/status/922467265814994946,fil
PHINewsNet2,2017-10-23 22:18,0,0,PANOORIN: Bandila,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,,fil
iamAllenBerin,2017-10-23 22:17,0,7,"Wala namang dapat icelebrate pero uminom kayo. Lasenggero!"" Malaya na marawi","(['PH'], Location((12.44249325, 122.160395164, 0.0)))",,,,,fil
PHINewsNet1,2017-10-23 22:15,0,0,Bakbakan sa Marawi,"(['Manila City', ' National Capital Region'], Location((14.5906216, 120.9799696, 0.0)))",,,,,fil
PTVph,2017-10-23 22:15,0,1,| PNP Chief Dela Rosa,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,,it
angstchild__,2017-10-23 22:13,0,0,mag uber tayo to marawi para mura,"(['eggnog'], Location((37.7710041, -110.8475728, 0.0)))",,,922466091946860544,https://twitter.com/angstchild__/status/922466091946860544,fil
Dennis_Datu,2017-10-23 22:13,0,1,Uniporme na lang ng 10 sundalo nasawi sa Marawi habang nasa test mission ang nakasama sa graduation ng mga scout rangers at special forces C,"(['Metro Manila', ' Philippines'], Location((14.5736108, 121.0329706, 0.0)))",,,922466051253784576,https://twitter.com/Dennis_Datu/status/922466051253784576,fil
imcheenajavier,2017-10-23 22:13,0,1,Mayabang kasi chazzy mars. Tara nga sa marawi,,,,922465972329496576,https://twitter.com/imcheenajavier/status/922465972329496576,fil
summedupusa,2017-10-23 22:12,0,0,As Mattis Arrives in Philippines,"(['San Francisco', ' CA'], Location((8.444585, 125.951249185, 0.0)))",,,,,la
chaussisfamily,2017-10-23 22:11,0,0,Philippines: fin de la bataille contre les jihadistes à Marawi http:// via,,@RFI,,922465532347023360,https://twitter.com/chaussisfamily/status/922465532347023360,fr
ArjayAbrea,2017-10-23 22:09,0,0,Diskusyon sa Pagtatapos ng Marawi Crisis on Aksyon Tonite with live at TV5 Media Center in Mandaluyong City.,,@IamMargaritaV,,922465113306578945,https://twitter.com/ArjayAbrea/status/922465113306578945,fil
CrespinAndre,2017-10-23 22:05,0,0,: Manille annonce la fin de la bataille contre les jihadistes de . onal/manille-annonce-la-fin-de-la-bataille-contre-les-jihadistes-de-marawi-59eda0decd70ccab36ab2ebb.We33HMCFyUE.twitter …,"(['Bruxelles'], Location((50.8465573, 4.351697, 0.0)))",,#Philippines #Marawi #,922464049559941120,https://twitter.com/CrespinAndre/status/922464049559941120,fr
dzbb,2017-10-23 22:05,0,0,Humigit 40 bangkay narekober sa huling gusaling inokupa ng Maute Group sa loob ng main battle area sa Marawi City.,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#SuperBalitasaGabi,922463976998313986,https://twitter.com/dzbb/status/922463976998313986,fil
Kaleno87,2017-10-23 22:05,0,0,Defensa filipina da por concluida la operación para liberar Marawi https:// 1 073405705-asia-manila-seguridad-terrorismo-yihadistalucha-liberacion/ …,"(['Nicaragua'], Location((12.3724928, -84.8700308, 0.0)))",,,922463976499417090,https://twitter.com/Kaleno87/status/922463976499417090,es
DZMMTeleRadyo,2017-10-23 22:05,5,38,PANOORIN: Binati ng scout rangers at special forces ang isa't isa kasunod ng kanilang graduation matapos ang kanilang test mission sa Marawi City | via,"(['ABS-CBN', ' Diliman', ' Quezon City'], Location((11.5874907, 122.7520466, 0.0)))",@Dennis_Datu,,922463915543445504,https://twitter.com/DZMMTeleRadyo/status/922463915543445504,fil
Dennis_Datu,2017-10-23 22:03,0,1,Si 1stLt. Bryan Palencia ng Scout Ranger habang ikinukwento ang pagkamatay ng kaniyang mga kasamahan sa Marawi siege,"(['Metro Manila', ' Philippines'], Location((14.5736108, 121.0329706, 0.0)))",,,922463578216546306,https://twitter.com/Dennis_Datu/status/922463578216546306,fil
noticiastln,2017-10-23 22:03,0,0,Filipinas da por terminada batalla contra el Estado Islámico en Marawi http:// or-terminada-batalla-contra-el-estado-islamico-en-marawi/ …,"(['M\xc3\xa9xico'], Location((19.4326009, -99.1333416, 0.0)))",,,922463564115464194,https://twitter.com/noticiastln/status/922463564115464194,es
PTVisMin,2017-10-23 22:03,0,0,| SND Lorenzana: Bakbakan sa Marawi City,,,,,,fil
JericoMacapaga1,2017-10-23 22:03,0,0,Padala niyo siya sa Marawi Baka sakaling di siya tablan ng bala don kase baka manhid siya,,,,922463372326481920,https://twitter.com/JericoMacapaga1/status/922463372326481920,fil
grupometromza,2017-10-23 22:02,0,0,Defensa filipina da por concluida la operación para liberar Marawi http:// ensa-filipina-da-por-concluida-la-operacion-para-liberar-marawi/ … 2,"(['San Rafael - Mendoza'], Location((-34.6284145, -68.3302954, 0.0)))",,,922463354345721857,https://twitter.com/grupometromza/status/922463354345721857,es
HaitiNewsNet,2017-10-23 22:00,0,0,Philippines: fin de la bataille contre les jihadistes à Marawi http:// 1,,,,922462757777178626,https://twitter.com/HaitiNewsNet/status/922462757777178626,fr
rmnnetworks,2017-10-23 22:00,0,0,Krisis sa Marawi : Ang Simula at Katapusan (Infographic) http://,,,,922462623735611392,https://twitter.com/rmnnetworks/status/922462623735611392,fil
BERITAMediaCorp,2017-10-23 22:00,0,0,Filipina rasmi umumkan pertempuran Marawi sudah berakhir. http://,"(['Mediacorp', ' 1 Stars Avenue'], Location((1.29543415, 103.792257601, 0.0)))",,,922462623005921281,https://twitter.com/BERITAMediaCorp/status/922462623005921281,ms
RellonRosalia,2017-10-23 21:59,1,1,sarap mong ibala sa marawi kaya lng tapos ang gulo WeLoveYou MIHO https:// us/922121179925827584 …,"(['davao City'], Location((7.22650725, 125.454887691, 0.0)))",,,922462543565619201,https://twitter.com/RellonRosalia/status/922462543565619201,fil
trendinaliaSG,2017-10-23 21:59,0,0,⒍ Tokyo ⒎ PM Lee ⒏ ⒐ ⒑ 2017/10/23 21:53 +08 . ng-topics/singapore/singapore-today.html …,"(['Singapore'], Location((1.2904753, 103.8520359, 0.0)))",,#WWETLC #Marawi #TOTLIV #trndnl,922462490776104961,https://twitter.com/trendinaliaSG/status/922462490776104961,fil
Dennis_Datu,2017-10-23 21:58,0,1,Binati ng mga scout rangers at special forces ang isa't-isa kasunod ng kanilang graduation matapos ang test mission nila sa Marawi,"(['Metro Manila', ' Philippines'], Location((14.5736108, 121.0329706, 0.0)))",,,922462186768707584,https://twitter.com/Dennis_Datu/status/922462186768707584,fil
LWHeize,2017-10-23 21:57,0,0,H-ha... paano nakapaglakad 'yung pagkain mo p-papuntang Marawi ...? :O,,,,922462089121185793,https://twitter.com/LWHeize/status/922462089121185793,fil
stateofdnation,2017-10-23 21:57,0,0,Kasabay ng pagtatapos ng giyera sa Marawi ang pormal na pagtatapos din ng mga sundalong sumabak sa bakbakan...,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,922462070754250752,https://twitter.com/stateofdnation/status/922462070754250752,fil
franclavir,2017-10-23 21:57,0,0,Ja ! Die Zeit vient de publier Marawi : Philippinen verkünden Sieg über IS-Anhänger http://,,,,922461941595025408,https://twitter.com/franclavir/status/922461941595025408,de
dpatrickleigh,2017-10-23 21:56,0,12,tapos na ang gyera sa Marawi,"(['National Capital Region'], Location((14.5736108, 121.0329706, 0.0)))",,,,,fil
wasLWHyuna,2017-10-23 21:56,0,0,Bumalik ng Marawi beb...,,,,922461719862980615,https://twitter.com/wasLWHyuna/status/922461719862980615,fil
__AaUu,2017-10-23 21:56,0,0,Crap. WTH . How emotional naman yung kanta nung Marawi,,,,,,fil
mannanalaycy,2017-10-23 21:55,0,0,Hanggang ngayon yung news about the liberation of Marawi hindi nagtrend compared sa controversial news.,,,,922461566481526784,https://twitter.com/mannanalaycy/status/922461566481526784,fil
rychard_only,2017-10-23 21:55,0,1,"Atleast you tried boi~ ilan ang mga terrorista sa mindanao?? marawi sila""""","(['south of heaven'], Location((52.58308045, 1.31460939975, 0.0)))",,,922461538518048769,https://twitter.com/rychard_only/status/922461538518048769,fil
dokuz8haber,2017-10-23 21:55,5,1,Filipinler'de,,,,,,tr
jamal_bahari9,2017-10-23 21:55,0,0,AS Puji Filipina Atas Keberhasilan Perangi Militan ISIS di Marawi http:// 8,"(['indonesia'], Location((-4.7993356, 114.5632032, 0.0)))",,,922461382984982528,https://twitter.com/jamal_bahari9/status/922461382984982528,id
mannanalaycy,2017-10-23 21:53,0,0,Nung natapos yung Marawi siege ako personally skeptic ako. Tapos napaisip ako kung bakit ganun,,,,,,fil
TheDadGeeK,2017-10-23 21:53,0,0,Philippines : fin de la bataille contre les jihadistes de Marawi,"(['France'], Location((46.603354, 1.8883335, 0.0)))",,#AFP,922460916611993600,https://twitter.com/TheDadGeeK/status/922460916611993600,fr
jaimetoriz1,2017-10-23 21:52,0,0,Filipinas dio por terminada la batalla en Marawi,"(['CIUDAD DE M\xc3\x89XICO', 'M\xc3\xa9xico'], Location((19.4326009, -99.1333416, 0.0)))",,,,,es
jimtolop,2017-10-23 21:52,0,0,gamay ra lge na,,,,,,fil
freeway_sk,2017-10-23 21:49,0,0,Philippines : fin des combats contre les djihadistes à Marawi http:// d,"(['Conakry', ' Guin\xc3\xa9e'], Location((9.5170602, -13.6998434, 0.0)))",,,922460054409924608,https://twitter.com/freeway_sk/status/922460054409924608,fr
_aeiia,2017-10-23 21:48,0,1,nakakatawa talaga yon butet HAHAHAHA yoko na andun na ung sundalo sa marawi,"(['San Antonio', ' TX'], Location((29.4246002, -98.4951405, 0.0)))",,,922459740298293248,https://twitter.com/_aeiia/status/922459740298293248,fil
laprensaperu,2017-10-23 21:46,0,0,: lo derrota finalmente en,"(['Lima', ' Per\xc3\xba'], Location((-12.0621065, -77.0365256, 0.0)))",,,,,es
patfranncisco,2017-10-23 21:44,0,1,Sa dinami daming inaral ikaw marawi ang napaginitan !! hahahhaha,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,922458675276529664,https://twitter.com/patfranncisco/status/922458675276529664,fil
nrg07,2017-10-23 21:43,8,14,Setelah 154 hari,"(['Jakarta', ' Indonesia'], Location((-6.1753942, 106.827183, 0.0)))",,,,,id
juaneva072054,2017-10-23 21:41,0,0,Lorenzana,,,,,,ca
MauthausenGusen,2017-10-23 21:39,0,0,Secretario de Defensa de Filipinas declara fin de operaciones de combate en Marawi http:// 1 36699896.htm …,"(['Mauthausen\xe2\x80\x93Gusen'], Location((40.4500989, -3.7264266, 0.0)))",,,922457475420442631,https://twitter.com/MauthausenGusen/status/922457475420442631,es
trendinaliaSG,2017-10-23 21:39,0,0,⒍ Tokyo ⒎ PM Lee ⒏ ⒐ ⒑ 2017/10/23 21:33 +08 . ng-topics/singapore/singapore-today.html …,"(['Singapore'], Location((1.2904753, 103.8520359, 0.0)))",,#WWETLC #Marawi #TOTLIV #trndnl,922457464053776385,https://twitter.com/trendinaliaSG/status/922457464053776385,fil
elperiodicodeut,2017-10-23 21:36,0,0,Filipinas derrota finalmente al EI en Marawi,,,,,,es
Peter_Snchz,2017-10-23 21:34,0,0,Filipinas derrota al EI en Marawi tras cinco meses de combates . ipinas-derrota-finalmente-al-ei-en-marawi-tras-cinco-meses-de-combates/ …,"(['M\xc3\xa9rida', ' Sevilla', ' Tarifa (ESP)'], Location((38.9174665, -6.3443977, 0.0)))",,,922456160753635330,https://twitter.com/Peter_Snchz/status/922456160753635330,es
beritagar,2017-10-23 21:33,2,4,Berakhirnya pertempuran melawan teroris di Marawi https:// /berakhirnya-pertempuran-melawan-teroris-di-marawi …,"(['Jakarta'], Location((-6.1753942, 106.827183, 0.0)))",,,922455895648305152,https://twitter.com/beritagar/status/922455895648305152,id
CarloPabale22,2017-10-23 21:32,0,0,I liked a video http:// Kapuso Mo,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,,fil
InformateMX,2017-10-23 21:32,0,0,Filipinas da por terminada batalla contra el Estado Islámico en Marawi http:// 2,"(['M\xc3\xa9xico'], Location((19.4326009, -99.1333416, 0.0)))",,#INTERNACIONAL #ElMundo,922455699333844993,https://twitter.com/InformateMX/status/922455699333844993,es
rmnnetworks,2017-10-23 21:32,0,0,Limang,,,,,,fil
AgenciaAnadolu,2017-10-23 21:30,0,0,declaró el fin de las operaciones de combate en Marawi . http:// inas-declar%C3%B3-el-fin-de-las-operaciones-de-combate-en-marawi/945443 …,"(['Bogot\xc3\xa1', ' D.C.', ' Colombia'], Location((4.5980772, -74.0761028, 0.0)))",,#Filipinas,922455077050183680,https://twitter.com/AgenciaAnadolu/status/922455077050183680,es
euronewses,2017-10-23 21:28,2,3,Filipinas anuncia el fin de los yihadistas en Marawi http:// C,"(['Europa'], Location((51.0, 10.0, 0.0)))",,,922454718621863936,https://twitter.com/euronewses/status/922454718621863936,es
